method,n,num_runs,pi_mean,pi_std,abs_error_of_mean,mean_abs_error_across_runs,runtime_mean_sec,runtime_std_sec,time_per_sample_mean_sec,samples_per_sec_mean
numba_parallel_steady,1000,10,3.1412,0.06874235311008133,0.0003926535897931238,0.053518530717958604,3.95099999877857e-05,7.365753163089682e-06,3.9509999987785707e-08,25994104.84168868
numba_parallel_steady,10000,10,3.14096,0.013499234546200507,0.0006326535897929197,0.011361469282041403,0.00014163000014377758,2.849822794672242e-05,1.4163000014377758e-08,72572593.86888339
numba_parallel_steady,100000,10,3.141628,0.0048486442549553225,3.534641020674911e-05,0.0033989385640827764,0.0013466600012179697,0.000342426151815981,1.3466600012179697e-08,77915330.76603313
numba_parallel_steady,1000000,10,3.1418315999999997,0.0022295521822404967,0.00023894641020660856,0.0015417385640827507,0.011669189999520314,0.0017379000189166878,1.1669189999520312e-08,88338473.82220955
numba_parallel_steady,10000000,10,3.1417106,0.0005198798579159179,0.0001179464102070149,0.00039561856408281136,0.08242234000026656,0.0030784168491041607,8.242234000026655e-09,121480835.0931737
numba_parallel_steady,100000000,10,3.1415777719999998,0.00019810134784447266,1.4881589793347416e-05,0.00017290000000005356,0.8570584899996903,0.2541633578020382,8.570584899996903e-09,124874535.01578635
numba_parallel_steady,1000000000,10,3.1415947652,5.36461506143411e-05,2.111610206689818e-06,4.4508400000031756e-05,7.206987190000291,0.28414631629513676,7.206987190000291e-09,138949406.69018218
